,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gemini-1.5-flash,human_response,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,MV,MV_acc,gemini-1.5-pro,gpt4_acc,gemini_1.5flash_acc,gemini_1.5pro_acc,gemini_1.5flash_acc_clean,gemini_1.5pro_acc_clean,gemma_7b_it_acc_clean,gemma_7b_it_acc
84,CD001433,Thomsen 1973,STD-Thomsen-1973 0.35 0.148 20 20,1.46633706879343,0.676664952450958,40,Skin & Wounds,efficacy,DICH,1,12,yes,1973.0,improvement,tetracycline antibiotic versus placebo,2.16700608400389,"positive 
",positive,,,,,,,,,,,,,,,,,
85,CD005279,Bansal 2005,STD-Bansal-2005 0.2 1.528 30 30,-1.67726050877286,1.57094704065546,60,Kidney & Transplant,efficacy,DICH,1,1,yes,2005.0,Failed catheter placement (overall),Ultrasound guided versus blind haemodialysis catheter insertion,-1.06767476265339,"negative 
",negative,,,,,,,,,,,,,,,,,
86,CD002296,Yeomans 1998,STD-Yeomans-1998 0.322 0.332 210 215,-1.25780076252533,0.360639987611213,425,Gastroenterology,efficacy,DICH,1,14,yes,1998.0,Endoscopic gastric ulcers,PPI vs H2-antagonist - 12 weeks or longer studies,-3.48769078785932,"negative 
",negative,,,,,,,,,,,,,,,,,
87,CD006654,Lecrubier 2006,STD-Lecrubier-2006 0.883 0.175 140 70,-0.207934132650681,0.297817915403353,210,Psychiatry & Mental Health,efficacy,DICH,1,1,no,2006.0,Global state: 1a. No clinically significant response (as defined by the original studies),OLANZAPINE versus AMISULPRIDE,-0.698192156670842,"negative 
",negative,,,,,,,,,,,,,,,,,
88,CD008997,Benoist 2005,STD-Benoist-2005 0.884 0.53 32 27,-0.123379021160504,0.529521687840279,59,Gastroenterology,efficacy,DICH,1,1,no,2005.0,2 years OS,Primary management of stage IV colorectal cancer,-0.23300088361578,"negative 
",negative,,,,,,,,,,,,,,,,,
89,CD004823,Chao 2007,STD-Chao-2007 0.091 1.727 5 4,-2.39789527279837,1.72679419208491,9,Lungs,efficacy,DICH,1,1,no,2007.0,Subjects cured (of cough) at end of study,Thickened versus unthickened feeds (infants),-1.38863987601393,"positive 
",positive,,,,,,,,,,,,,,,,,
90,CD007483,Faye 2003 SEN,STD-Faye-2003-SEN 0.539 0.775 144 349,-0.630958836767327,0.788095515215526,493,Infectious Diseases,efficacy,DICH,1,7,yes,2003.0,Total Failure (P. falciparum) Day 28 PCR unadjusted,Artesunate plus mefloquine vs Artesunate plus amodiaquine,-0.800612139754119,"negative 
",negative,,,,,,,,,,,,,,,,,
91,CD012189,Bateman 2009,STD-Bateman-2009 0.351 0.371 71 63,-1.04817145734138,0.371391363119804,134,Psychiatry & Mental Health,efficacy,DICH,1,2,yes,2009.0,Repetition of SH at post-intervention,Interventions for multiple repetition of self-harm (SH)/probable personality disorder vs treatment as usual (TAU) or other alternative forms of psychotherapy,-2.822282803069,"negative 
",negative,,,,,,,,,,,,,,,,,
92,CD000361,Bussel 1990a,STD-Bussel-1990a 0.927 0.248 61 65,-0.115664390796099,0.376401419473317,126,Neonatal,efficacy,DICH,1,1,no,1990.0,"Sepsis, one or more episodes",IVIG vs placebo or no treatment,-0.307289996296887,"negative 
",negative,,,,,,,,,,,,,,,,,
93,CD011101,Keita 2003,STD-Keita-2003 2 0.986 18 6,0.693147180559945,0.986013297183269,24,Gynaecology & Urology,efficacy,DICH,1,4,yes,2003.0,Incidence of shoulder tip pain,Subdiaphragmatic intraperitoneal local anaesthetic versus control,0.702979546563976,"negative 
",negative,,,,,,,,,,,,,,,,,
94,CD009687,Buckley 2008,STD-Buckley-2008 1.376 0.169 108 110,0.531121523385893,0.279225780461544,218,Skin & Wounds,efficacy,DICH,1,10,no,2008.0,Number of participants achieving 'clearance' by IGA,Steroid plus vitamin D versus steroid,1.90212208381325,"positive 
",positive,,,,,,,,,,,,,,,,,
95,CD003316,Langhammer 2007,STD-Langhammer-2007 0.167 1.107 35 40,-1.79175946922806,1.10701860692512,75,Neurology,efficacy,DICH,1,5,no,2007.0,Case fatality,Mixed training versus control - end of intervention,-1.6185450344009,"negative 
",negative,,,,,,,,,,,,,,,,,
96,CD012318,Bernat 2014,STD-Bernat-2014 0.434 0.288 348 359,-0.898691283273077,0.30812838633265,707,Heart & Hypertension,efficacy,DICH,1,1,yes,2014.0,Short-term NACE,Transradial versus transfemoral approach,-2.91661308446559,"negative 
",negative,,,,,,,,,,,,,,,,,
97,CD003738,Laurell 2002,STD-Laurell-2002 1.133 0.501 60 60,0.125163142954006,0.50071843809507,120,"Oral Health, Eyes & ENT",efficacy,DICH,1,23,no,2002.0,YAG rate (2 years),Dexamethasone versus placebo,0.249967114113424,"negative 
",negative,,,,,,,,,,,,,,,,,
98,CD008842,Segovia 2006,STD-Segovia-2006 0.354 0.636 48 51,-1.16760516015506,0.700340053457026,99,Heart & Hypertension,efficacy,DICH,1,3,yes,2006.0,Mortality,Interleukin-2 receptor antagonist (IL-2 RA) versus monoclonal antibody,-1.66719746270618,"negative 
",negative,,,,,,,,,,,,,,,,,
99,CD004415,Szeimies 2008,STD-Szeimies-2008 2.447 0.204 34 35,4.62801079030435,1.4643983926496,69,Skin & Wounds,efficacy,DICH,1,30,no,2008.0,Participant complete clearance,0.1% resiquimod versus 0.01% resiquimod,3.16034954253855,"positive 
",positive,,,,,,,,,,,,,,,,,
100,CD005291,Blockeel 2008,STD-Blockeel-2008 0.415 0.383 72 67,-0.879525538049514,0.383487038476879,139,Gynaecology & Urology,efficacy,DICH,1,2,yes,2008.0,Live birth rate per woman randomised,Repeated IVF failure,-2.2934948246042,"positive 
",positive,,,,,,,,,,,,,,,,,
101,CD005055,Miller 2000,STD-Miller-2000 1.667 0.754 63 61,0.51082562376599,0.753535727058793,124,Anaesthesia & Pain,efficacy,DICH,1,1,yes,2000.0,Mortality prior to discharge,Inhaled nitric oxide versus placebo or conventional management,0.677904982368719,"negative 
",negative,,,,,,,,,,,,,,,,,
102,CD003250,Kennedy 1978,STD-Kennedy-1978 0.25 1.088 30 30,-1.49549365308488,1.15019315642297,60,Pregnancy & Childbirth,efficacy,DICH,1,17,no,1978.0,Vaginal delivery not achieved within 24 hours,IV oxytocin and amniotomy versus intracervical PG: all women,-1.30021087739365,"negative 
",negative,,,,,,,,,,,,,,,,,
103,CD006102,Brown 2007,STD-Brown-2007 0.417 0.759 20 25,-1.04454506739783,0.880257803810674,45,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,2007.0,Psychosocial mood management versus control for smokers with current depression,Psychosocial mood management versus control for smokers with current depression. Abstinence at six months or greater follow-up,-1.18663539576242,"neutral 
",neutral,,,,,,,,,,,,,,,,,
104,CD002232,Angeli 2006,STD-Angeli-2006 0.546 0.49 61 55,-0.614556905966724,0.500456863091239,116,Hepato-Biliary,efficacy,DICH,1,15,no,2006.0,Death,Ciprofloxacin versus ceftazidime,-1.22799176370708,"negative 
",negative,,,,,,,,,,,,,,,,,
105,CD009490,Russell 2003,STD-Russell-2003 0.968 0.096 83 75,-0.122062365275758,0.361432772920142,158,Skin & Wounds,efficacy,DICH,1,5,yes,2003.0,Pressure ulcer improvement,Alternating-pressure mattress versus alternating-pressure mattress overlay,-0.337718033396842,"positive 
",positive,,,,,,,,,,,,,,,,,
106,CD009071,Skerk 2002,STD-Skerk-2002 1.005 0.104 46 45,0.0273989741881143,0.526333570112174,91,Gynaecology & Urology,efficacy,DICH,1,14,no,2002.0,Microbiological efficacy (pathogen eradication) at the end of treatment,Non-fluoroquinolone antibacterial agents: azithromycin versus clarithromycin in chlamydial prostatitis,0.0520562923285987,"positive 
",positive,,,,,,,,,,,,,,,,,
107,CD004316,Martin 2000,STD-Martin-2000 0.102 1.586 10 10,-2.28238238567653,1.58564993434418,20,Gynaecology & Urology,efficacy,DICH,1,25,yes,2000.0,Azoospermia,DSG 75 µg versus DSG 300 µg daily plus testosterone implants SC (both groups),-1.43939865681671,"negative 
",negative,,,,,,,,,,,,,,,,,
108,CD008138,Faergermann 1986,STD-Faergermann-1986 1.091 0.446 22 24,0.125163142954006,0.641252276247591,46,Skin & Wounds,efficacy,DICH,1,17,yes,1986.0,Failure to achieve complete resolution,Miconazole vs steroids,0.195185494991802,"negative 
",negative,,,,,,,,,,,,,,,,,
109,CD010356,Dronkers 2008,STD-Dronkers-2008 0.375 0.508 10 10,-2.23359222150709,1.04937623195424,20,Anaesthesia & Pain,efficacy,DICH,1,1,yes,2008.0,PPC; Atelectasis,"Preoperative inspiratory muscle training (IMT) versus usual care, non-exercise intervention",-2.1284951512076,"negative 
",negative,,,,,,,,,,,,,,,,,
110,CD000480,Feigin 2001,STD-Feigin-2001 0.698 0.849 15 15,-0.374693449441411,0.870388279778489,30,Neurology,efficacy,DICH,1,1,yes,2001.0,Death or dependency at one month: Rankin,Vinpocetine versus placebo,-0.430489998712722,"negative 
",negative,,,,,,,,,,,,,,,,,
111,CD003167,Leblanc 1998,STD-Leblanc-1998 1.898 0.623 191 292,0.621447947475251,0.612826559990315,483,"Oral Health, Eyes & ENT",efficacy,DICH,1,5,yes,1998.0,Incidence of visual field defect progression,Comparison of timolol and brimonidine,1.01406823406132,"negative 
",negative,,,,,,,,,,,,,,,,,
112,CD001905,Arya 2011,STD-Arya-2011 1.068 0.17 35 23,0.234193387500795,0.595759844593266,58,Neurology,efficacy,DICH,1,4,yes,2011.0,Seizure cessation,Intravenous lorazepam versus intranasal lorazepam,0.393100323269827,"positive 
",positive,,,,,,,,,,,,,,,,,
113,CD005067,Bumb 2013,STD-Bumb-2013 1.043 0.041 50 50,1.14028498506868,1.17261165453159,100,Skin & Wounds,efficacy,DICH,1,102,no,2013.0,Participants complete cure,Radiofrequency waves versus ILSSG,0.972431905023297,"positive 
",positive,,,,,,,,,,,,,,,,,
114,CD012367,Borch 2017,STD-Borch-2017 0.156 1.483 21 23,-1.99353819804457,1.54305100415577,44,Gynaecology & Urology,efficacy,DICH,1,5,yes,2017.0,Resolution of daytime urinary incontinence,Transcutaneous electrical nerve stimulation (TENS) versus anticholinergics,-1.29194575725335,"positive 
",positive,,,,,,,,,,,,,,,,,
115,CD000340,Bischoff 2003,STD-Bischoff-2003 0.76 0.286 45 44,-0.42720509474457,0.444638875900201,89,Emergency & Trauma,efficacy,DICH,1,9,no,2003.0,Number of participants falling,Vitamin D vs control,-0.960791145127976,"negative 
",negative,,,,,,,,,,,,,,,,,
116,CD000562,Bailer 2003,STD-Bailer-2003 1.053 0.074 40 41,0.538224597954106,0.766901648282319,81,Psychiatry & Mental Health,efficacy,DICH,1,9,yes,2003.0,Non-Abstinence rates for binge eating at end of therapy,Guided self-help versus specialist psychotherapy (CBT &/or IPT),0.701816978956302,"negative 
",negative,,,,,,,,,,,,,,,,,
117,CD000340,Gray-Donald 1995,STD-Gray_x002d_Donald-1995 0.099 1.449 22 24,-2.54099611643904,1.50915362953699,46,Emergency & Trauma,efficacy,DICH,1,8,no,1995.0,Number of participants falling,Nutritional supplementation vs control,-1.68372262883443,"negative 
",negative,,,,,,,,,,,,,,,,,
118,CD000337,Hansen 1994,STD-Hansen-1994 9.882 1.383 16 7,3.1876232813641,1.54350820613872,23,Emergency & Trauma,efficacy,DICH,1,1,no,1994.0,Non-union,Conservative treatment versus internal fixation for undisplaced intracapsular fractures,2.06518065060265,"negative 
",negative,,,,,,,,,,,,,,,,,
119,CD004947,Fonseca 2007,STD-Fonseca-2007 0.381 0.666 136 138,-1.0036439307779,0.688145651746868,274,Pregnancy & Childbirth,efficacy,DICH,1,4,no,2007.0,Perinatal death,"Progesterone versus placebo: ultrasound identified short cervix, singletons",-1.45847601918305,"negative 
",negative,,,,,,,,,,,,,,,,,
120,CD004197,Taccetti 2012,STD-Taccetti-2012 1.11 0.28 105 118,0.104140259252597,0.279588622232724,223,Genetics & Endocrinology,efficacy,DICH,1,5,yes,2009.0,Positive respiratory culture for P aeruginosa,Inhaled colistin/oral ciprofloxacin versus inhaled tobramycin/oral ciprofloxacin,0.372476742511763,"negative 
",negative,,,,,,,,,,,,,,,,,
121,CD002834,Risi 2004,STD-Risi-2004 0.96 0.299 389 269,-0.0431968615329206,0.319823188727503,658,Oncology,efficacy,DICH,1,12,yes,2004.0,Uptake of screening,Photocomic vs placebo comic,-0.135064820361494,"positive 
",positive,,,,,,,,,,,,,,,,,
122,CD001737,Poskitt 1987,STD-Poskitt-1987 0.337 0.585 25 28,1.08756245248152,0.584809748552845,53,Skin & Wounds,efficacy,DICH,1,6,yes,1987.0,Proportion fully healed in trial,Autograft versus comparator graft,1.85968591524471,"positive 
",positive,,,,,,,,,,,,,,,,,
123,CD012371,Cohen 2011,STD-Cohen-2011 0.714 0.513 64 60,-0.336472236621213,0.512695955569325,124,Psychiatry & Mental Health,efficacy,DICH,1,4,yes,2011.0,PTSD diagnosis,CBT versus other therapies (short-term),-0.656280263119252,"negative 
",negative,,,,,,,,,,,,,,,,,
124,CD005187,Carman 2000,STD-Carman-2000 -0.013 0.021 258 269,-0.223029714442324,0.367514015222392,527,Lungs,efficacy,DICH,1,1,yes,2000.0,Influenza,HCWs offered vaccination versus HCWs offered no vaccination: experimental design; data for periods of high influenza activity (three C-RCTs; Carman 2000 and Potter 1997 152 days; Lemaitre 2009 118 days),-0.606860433084063,"negative 
",negative,,,,,,,,,,,,,,,,,
125,CD011564,Mobarhan 1984,STD-Mobarhan-1984 4.922 1.546 12 6,1.12986483217221,1.62760076464846,18,Hepato-Biliary,efficacy,DICH,1,1,yes,1984.0,All-cause mortality,Vitamin D versus placebo or no intervention,0.694190403883381,"negative 
",negative,,,,,,,,,,,,,,,,,
126,CD006309,Spinelli 2003,STD-Spinelli-2003 0.463 0.3 21 17,-2.02595285672885,0.778899853437515,38,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,2003.0,Evidence of depression post-treatment - Clinical Global Impression Scale,All interventions versus usual care - all trials,-2.60104408517696,"negative 
",negative,,,,,,,,,,,,,,,,,
127,CD007462,Cordtz 1989,STD-Cordtz-1989 1.417 0.186 337 354,0.407824025210726,0.217478405222485,691,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Surgical site infection,Drape versus no drape,1.87523917509655,"negative 
",negative,,,,,,,,,,,,,,,,,
128,CD004858,Romero 1978,STD-Romero-1978 1.869 0.445 148 83,0.695747962260003,0.487305017061881,231,Psychiatry & Mental Health,efficacy,DICH,1,9,no,1978.0,Rearrest within 10 years,PSYCHOTHERAPY - UNSPECIFIED: GROUP PSYCHOTHERAPY vs NO GROUP THERAPY,1.42774635577301,"negative 
",negative,,,,,,,,,,,,,,,,,
129,CD003041,Aberg 1983,STD-Aberg-1983 0.633 0.11 542 443,-0.616662015304079,0.147547404460612,985,Heart & Hypertension,efficacy,DICH,1,1,no,1983.0,Total deaths,Ceased v continued smoking,-4.17941621920364,"negative 
",negative,,,,,,,,,,,,,,,,,
130,CD004408,Burns 2013,STD-Burns-2013 0.989 0.147 166 167,-0.0168071183163813,0.228708128395311,333,Psychiatry & Mental Health,efficacy,DICH,1,2,yes,2013.0,Health service outcomes: 1a. Readmission to hospital - by 12 months,COMMUNITY TREATMENT ORDERS compared with SUPERVISED DISCHARGE (SECTION 17),-0.0734871927565729,"negative 
",negative,,,,,,,,,,,,,,,,,
131,CD004186,Aberg 1977,STD-Aberg-1977 4.313 0.855 29 29,1.76358859226136,1.13021279075268,58,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,1977.0,responders (int-to-treat),overall efficacy,1.56040402895005,"positive 
",positive,,,,,,,,,,,,,,,,,
132,CD003232,Cole 1992,STD-Cole-1992 5 1.511 16 16,1.73864964391411,1.59046269300711,32,Kidney & Transplant,efficacy,DICH,1,1,yes,1992.0,Death,Plasma exchange as adjunctive therapy,1.09317222689884,"negative 
",negative,,,,,,,,,,,,,,,,,
133,CD000551,Combes 1995,STD-Combes-1995 1.281 0.746 77 74,0.259902508344705,0.781739387847749,151,Hepato-Biliary,efficacy,DICH,1,1,yes,1995.0,All-cause mortality,UDCA versus placebo or no intervention,0.332466947917588,"negative 
",negative,,,,,,,,,,,,,,,,,
134,CD006019,Gleave 2001,STD-Gleave-2001 0.475 0.246 247 253,-0.743636580482337,0.246145340662094,500,Gynaecology & Urology,efficacy,DICH,1,2,no,2001.0,Positive Surgical Margin Status (Case analysis only),Short-term versus Long-term Neo-adjuvant hormone therapy and prostatectomy,-3.02112799893781,"negative 
",negative,,,,,,,,,,,,,,,,,
135,CD012355,Covelli 2016,STD-Covelli-2016 0.201 1.551 310 313,-1.60622247558013,1.55126750910005,623,Lungs,efficacy,DICH,1,1,no,2016.0,Mortality all-cause,Once-daily long-acting beta2-agonists/inhaled corticosteroids combined inhalers (FF/VI) versus inhaled long-acting muscarinic antagonists (TIO),-1.03542584767469,"negative 
",negative,,,,,,,,,,,,,,,,,
136,CD000528,Barakat 2005 EGY,STD-Barakat-2005-EGY 3.209 0.279 45 38,2.72129542785223,0.552165933434065,83,Infectious Diseases,efficacy,DICH,1,14,no,2005.0,Parasitological failure at three to six weeks,Myrrh (Mirazid) 300 mg once daily for three days versus praziquantel 40 mg/kg,4.92840152402698,"negative 
",negative,,,,,,,,,,,,,,,,,
137,CD007745,Adenusi 2003,STD-Adenusi-2003 1.069 0.066 113 103,0.360098432390253,0.35196888472125,216,Infectious Diseases,efficacy,DICH,1,2,yes,2003.0,Parasitological cure,Ivermectin versus thiabendazole,1.02309734758356,"positive 
",positive,,,,,,,,,,,,,,,,,
138,CD011998,Campbell 2008,STD-Campbell-2008 9 1.47 32 32,2.32856057939731,1.51263980256031,64,Kidney & Transplant,efficacy,DICH,1,1,yes,2008.0,All-cause mortality,Dietary intervention versus control,1.5394018955841,"negative 
",negative,,,,,,,,,,,,,,,,,
139,CD005192,Richard 1995,STD-Richard-1995 0.927 0.131 48 57,-0.247836163904581,0.425017933624499,105,Psychiatry & Mental Health,efficacy,DICH,1,2,yes,1995.0,Urine positive for cocaine metabolites,Acupuncture versus no acupuncture,-0.583119309322,"negative 
",negative,,,,,,,,,,,,,,,,,
140,CD002999,Brandt 1997,STD-Brandt-1997 0.2 0.136 20 25,0.980829253011726,0.67700320038633,45,Lungs,efficacy,DICH,1,2,no,1997.0,12 months (point prevalence),Comparison among various psychosocial interventions,1.4487808217923,"neutral 
",neutral,,,,,,,,,,,,,,,,,
141,CD005215,Clark 2005,STD-Clark-2005 0.611 0.454 75 72,-0.560618964745853,0.514650909590303,147,Gynaecology & Urology,efficacy,DICH,1,4,no,2005.0,Initiation of sexual intercourse - cluster RCT,Educational interventions,-1.08931890393849,"neutral. 
",neutral,,,,,,,,,,,,,,,,,
142,CD003444,Zhang 1997,STD-Zhang-1997 0.185 0.61 66 57,-1.92237965164512,0.666251254849407,123,Psychiatry & Mental Health,efficacy,DICH,1,2,no,1997.0,Global state: 1. Not improved/worse - medium term,HERBAL MEDICINE + ANTIPSYCHOTCS versus ANTIPSYCHOTICS,-2.88536740104097,"negative 
",negative,,,,,,,,,,,,,,,,,
143,CD005461,Kenchaveeriah 2011,STD-Kenchaveeriah-2011 2.453 0.182 350 393,1.06612357914538,0.21195801944083,743,Pregnancy & Childbirth,efficacy,DICH,1,6,yes,2011.0,Caesarean section (overall),Partograph with latent phase versus partograph without latent phase (study carried out in a low-resource setting),5.02988083186443,"negative 
",negative,,,,,,,,,,,,,,,,,
144,CD004364,Azhar 2000,STD-Azhar-2000 2.8 0.425 22 22,1.78339121955754,0.674723721859797,44,Psychiatry & Mental Health,efficacy,DICH,1,1,no,2000.0,Response at 2-4 months,PD+/-AGORAPHOBIA: Psychotherapy+Antidepressant vs Antidepressant alone,2.64314290690985,"neutral 
",neutral,,,,,,,,,,,,,,,,,
145,CD003666,D'Angio 2005,STD-D_x0027_Angio-2005 1.042 0.393 71 74,0.0487901641694318,0.462987974312362,145,Neonatal,efficacy,DICH,1,2,yes,2005.0,Death in hospital,Volume-targeted ventilation (VTV) versus pressure-limited ventilation (PLV) - infants weighing less than 1000 g,0.105381061445269,"negative 
",negative,,,,,,,,,,,,,,,,,
146,CD003807,Huijgens 1999,STD-Huijgens-1999 0.143 1.505 101 101,-1.97591239935911,1.51845934641893,202,"Oral Health, Eyes & ENT",efficacy,DICH,1,3,no,1999.0,Oral candidiasis present,Comparison of drugs absorbed from the GI tract,-1.30126131069562,"negative 
",negative,,,,,,,,,,,,,,,,,
147,CD008879,Braga 2002a,STD-Braga-2002a 0.542 0.28 50 50,-0.965925847509151,0.429043481570702,100,Gastroenterology,efficacy,DICH,1,1,no,2002.0,Total complications,All immune enhancing nutrition trials compared to no nutrition or standard nutrition,-2.25134721537537,"negative 
",negative,,,,,,,,,,,,,,,,,
148,CD003455,Chruscielewska 2012,STD-Chruscielewska-2012 2.26 0.357 59 60,1.06677168281245,0.454268620850474,119,Oncology,efficacy,DICH,1,2,yes,2012.0,Endoscopy scores Gilinsky scale grade 6-9 at 8 weeks,Endoscopic argon plasma coagulation (APC) plus oral sucralfate versus APC plus placebo,2.34832791403302,"negative 
",negative,,,,,,,,,,,,,,,,,
149,CD012152,Hegarty 2016,STD-Hegarty-2016 0.764 0.106 277 138,-0.517017594013912,0.20994008880258,415,Neonatal,efficacy,DICH,1,1,no,2016.0,Hypoglycaemia,Dextrose gel versus control,-2.46269112756305,"negative 
",negative,,,,,,,,,,,,,,,,,
150,CD001909,Baulac 2010,STD-Baulac-2010 1.133 0.22 141 141,0.161864509804434,0.284780444273739,282,Neurology,efficacy,DICH,1,1,no,2010.0,Intention-to-treat analysis,Efficacy of add-on lamotrigine versus placebo - 50% responders,0.568383514595705,"neutral 
",neutral,,,,,,,,,,,,,,,,,
151,CD003850,Arrieta 2010,STD-Arrieta-2010 0.333 1.604 20 20,-1.14862270924277,1.66334879257286,40,Neonatal,efficacy,DICH,1,1,yes,2010.0,Invasive fungal infection,Systemic antifungal agent versus placebo or no drug,-0.690548316968497,"negative 
",negative,,,,,,,,,,,,,,,,,
152,CD010699,BENEFIT-EXT 2009,STD-BENEFIT_x002d_EXT-2009 1.116 0.279 359 184,0.121146835460356,0.30813011935382,543,Kidney & Transplant,efficacy,DICH,1,1,no,2005.0,Recipient and kidney survival,Any dosage belatacept versus calcineurin inhibitor (CNI),0.393167781567128,"positive 
",positive,,,,,,,,,,,,,,,,,
153,CD004316,Matsumoto 1990,STD-Matsumoto-1990 0.667 0.904 10 10,-0.405465108108164,0.903696114115064,20,Gynaecology & Urology,efficacy,DICH,1,27,yes,1990.0,Azoospermia,TE 100 mg IM weekly versus TE 300 mg IM weekly,-0.448674174620317,"negative 
",negative,,,,,,,,,,,,,,,,,
